*------------------------------------*
NEWD!P!0!templateshirt.JPG!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(26.419708, 4.0, -10.254875)
NEWD!A!1!shirtyellowbob.jpg!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(7.134018, 4.0, -3.4332237)
NEWD!A!2!shirtyellowcarl.jpg!skinCarl.jpg!shortsblue.jpg!shoesgreen.jpg!Carl.jpg!(-20.08528, 4.0, 16.634064)
NEWD!A!3!shirtyellowalan.jpg!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(-12.630743, 4.0, 1.0160255)
NEWD!A!4!templateshirt.JPG!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(31.188646, 4.0, -27.143763)
NEWD!A!5!templateshirt.JPG!skinCarl.jpg!shortsblue.jpg!shoesgreen.jpg!Carl.jpg!(8.540983, 4.0, -10.629776)
0$B(0.0, -4.1499996, 0.0)$0P$(26.419708, 4.0, -10.254875)$258.07$leftShoulderJoint:(0.5096054, -0.8190238, -2.9742472E-8, 0.26363277);leftElbowJoint:(0.094918676, -0.26874703, 3.4160497E-8, 0.95852256);rightShoulderJoint:(-0.70354813, 0.6833332, 1.0647465E-7, 0.19512987);rightElbowJoint:(0.07100155, -0.14319642, 1.8205292E-9, 0.9871442);$0.0$1A$(7.134018, 4.0, -3.4332237)$109.72355$0$4.0$2A$(-20.08528, 4.0, 16.634064)$120.280334$0$4.0$3A$(-12.630743, 4.0, 1.0160255)$106.343475$0$4.0$4A$(31.188646, 4.0, -27.143763)$282.33316$0$0.0$5A$(8.540983, 4.0, -10.629776)$260.3942$0$0.0$
368$B(25.101765, 3.6688294, -12.177699)$0P$(26.424545, 4.0787244, -10.254885)$272.161$leftShoulderJoint:(0.29197183, -0.12394642, -9.310676E-9, 0.94836164);leftElbowJoint:(-0.19611053, 0.29734254, -3.779528E-8, 0.93441325);rightShoulderJoint:(-0.05497324, 0.26848078, 3.6925137E-8, 0.96171516);rightElbowJoint:(-0.052701257, 0.052242722, -1.3512967E-9, 0.9972428);$0.0$1A$(15.175401, 4.076866, -7.554403)$119.72355$0$4.0$2A$(-12.291685, 4.066411, 8.417846)$135.0248$0$4.0$3A$(-4.083713, 4.077143, -6.417409)$134.37207$0$4.0$4A$(21.14995, 4.0762715, -31.219673)$251.5204$0$4.0$5A$(8.244881, 4.077994, -3.334536)$82.52685$0$0.0$
369$B(25.101765, 3.6688294, -12.177699)$0P$(26.424545, 4.0787244, -10.254885)$272.161$leftShoulderJoint:(0.29197183, -0.12394642, -9.310676E-9, 0.94836164);leftElbowJoint:(-0.19611053, 0.29734254, -3.779528E-8, 0.93441325);rightShoulderJoint:(-0.05497324, 0.26848078, 3.6925137E-8, 0.96171516);rightElbowJoint:(-0.052701257, 0.052242722, -1.3512967E-9, 0.9972428);$0.0$1A$(15.175401, 4.076866, -7.554403)$119.72355$0$4.0$2A$(-12.291685, 4.066411, 8.417846)$135.0248$0$4.0$3A$(-4.083713, 4.077143, -6.417409)$134.37207$0$4.0$4A$(21.14995, 4.0762715, -31.219673)$252.43918$0$4.0$5A$(8.244881, 4.077994, -3.334536)$83.44563$0$0.0$
370$B(25.101765, 3.6688294, -12.177699)$0P$(26.424545, 4.0787244, -10.254885)$272.161$leftShoulderJoint:(0.29197183, -0.12394642, -9.310676E-9, 0.94836164);leftElbowJoint:(-0.19611053, 0.29734254, -3.779528E-8, 0.93441325);rightShoulderJoint:(-0.05497324, 0.26848078, 3.6925137E-8, 0.96171516);rightElbowJoint:(-0.052701257, 0.052242722, -1.3512967E-9, 0.9972428);$0.0$1A$(15.231765, 4.076832, -7.583293)$119.72355$0$4.0$2A$(-12.245778, 4.0687585, 8.37871)$135.0248$0$4.0$3A$(-4.0429425, 4.078273, -6.4636936)$134.37207$0$4.0$4A$(21.088322, 4.07688, -31.209501)$251.50653$0$4.0$5A$(8.244854, 4.078, -3.3345232)$84.37827$0$0.0$
371$B(25.101765, 3.6688294, -12.177699)$0P$(26.424545, 4.0787244, -10.254885)$272.161$leftShoulderJoint:(0.29197183, -0.12394642, -9.310676E-9, 0.94836164);leftElbowJoint:(-0.19611053, 0.29734254, -3.779528E-8, 0.93441325);rightShoulderJoint:(-0.05497324, 0.26848078, 3.6925137E-8, 0.96171516);rightElbowJoint:(-0.052701257, 0.052242722, -1.3512967E-9, 0.9972428);$0.0$1A$(15.231765, 4.076832, -7.583293)$119.72355$0$4.0$2A$(-12.245778, 4.0687585, 8.37871)$135.0248$0$4.0$3A$(-4.0429425, 4.078273, -6.4636936)$134.37207$0$4.0$4A$(21.088322, 4.07688, -31.209501)$250.84741$0$4.0$5A$(8.244854, 4.078, -3.3345232)$85.037384$0$0.0$
372$B(25.101765, 3.6688294, -12.177699)$0P$(26.424545, 4.0787244, -10.254885)$272.161$leftShoulderJoint:(0.29197183, -0.12394642, -9.310676E-9, 0.94836164);leftElbowJoint:(-0.19611053, 0.29734254, -3.779528E-8, 0.93441325);rightShoulderJoint:(-0.05497324, 0.26848078, 3.6925137E-8, 0.96171516);rightElbowJoint:(-0.052701257, 0.052242722, -1.3512967E-9, 0.9972428);$0.0$1A$(15.231765, 4.076832, -7.583293)$119.72355$0$4.0$2A$(-12.245778, 4.0687585, 8.37871)$135.0248$0$4.0$3A$(-4.0429425, 4.078273, -6.4636936)$134.37207$0$4.0$4A$(21.088322, 4.07688, -31.209501)$250.26978$0$4.0$5A$(8.244854, 4.078, -3.3345232)$85.61503$0$0.0$
373$B(25.101765, 3.6688294, -12.177699)$0P$(26.424545, 4.0787244, -10.254885)$272.161$leftShoulderJoint:(0.29197183, -0.12394642, -9.310676E-9, 0.94836164);leftElbowJoint:(-0.19611053, 0.29734254, -3.779528E-8, 0.93441325);rightShoulderJoint:(-0.05497324, 0.26848078, 3.6925137E-8, 0.96171516);rightElbowJoint:(-0.052701257, 0.052242722, -1.3512967E-9, 0.9972428);$0.0$1A$(15.231765, 4.076832, -7.583293)$119.72355$0$4.0$2A$(-12.245778, 4.0687585, 8.37871)$135.0248$0$4.0$3A$(-4.0429425, 4.078273, -6.4636936)$134.37207$0$4.0$4A$(21.088322, 4.07688, -31.209501)$250.90062$0$4.0$5A$(8.244854, 4.078, -3.3345232)$86.245865$0$0.0$
374$B(25.101765, 3.6688294, -12.177699)$0P$(26.424545, 4.0787244, -10.254885)$272.161$leftShoulderJoint:(0.29197183, -0.12394642, -9.310676E-9, 0.94836164);leftElbowJoint:(-0.19611053, 0.29734254, -3.779528E-8, 0.93441325);rightShoulderJoint:(-0.05497324, 0.26848078, 3.6925137E-8, 0.96171516);rightElbowJoint:(-0.052701257, 0.052242722, -1.3512967E-9, 0.9972428);$0.0$1A$(15.287865, 4.076991, -7.6121087)$119.72355$0$4.0$2A$(-12.199383, 4.0706, 8.33916)$135.0248$0$4.0$3A$(-3.998802, 4.0755477, -6.513654)$134.37207$0$4.0$4A$(21.02653, 4.076752, -31.22393)$249.57812$0$0.0$5A$(8.244837, 4.078009, -3.334508)$87.56837$0$0.0$
375$B(25.101765, 3.6688294, -12.177699)$0P$(26.424545, 4.0787244, -10.254885)$272.161$leftShoulderJoint:(0.29197183, -0.12394642, -9.310676E-9, 0.94836164);leftElbowJoint:(-0.19611053, 0.29734254, -3.779528E-8, 0.93441325);rightShoulderJoint:(-0.05497324, 0.26848078, 3.6925137E-8, 0.96171516);rightElbowJoint:(-0.052701257, 0.052242722, -1.3512967E-9, 0.9972428);$0.0$1A$(15.287865, 4.076991, -7.6121087)$119.72355$0$4.0$2A$(-12.199383, 4.0706, 8.33916)$135.0248$0$4.0$3A$(-3.998802, 4.0755477, -6.513654)$134.37207$0$4.0$4A$(21.02653, 4.076752, -31.22393)$248.6067$0$4.0$5A$(8.244837, 4.078009, -3.334508)$88.53979$0$0.0$
376$B(25.101765, 3.6688294, -12.177699)$0P$(26.424545, 4.0787244, -10.254885)$272.161$leftShoulderJoint:(0.29197183, -0.12394642, -9.310676E-9, 0.94836164);leftElbowJoint:(-0.19611053, 0.29734254, -3.779528E-8, 0.93441325);rightShoulderJoint:(-0.05497324, 0.26848078, 3.6925137E-8, 0.96171516);rightElbowJoint:(-0.052701257, 0.052242722, -1.3512967E-9, 0.9972428);$0.0$1A$(15.287865, 4.076991, -7.6121087)$119.72355$0$4.0$2A$(-12.199383, 4.0706, 8.33916)$135.0248$0$4.0$3A$(-3.998802, 4.0755477, -6.513654)$134.37207$0$4.0$4A$(21.02653, 4.076752, -31.22393)$247.62541$0$0.0$5A$(8.244837, 4.078009, -3.334508)$89.52107$0$0.0$
377$B(25.101765, 3.6688294, -12.177699)$0P$(26.424545, 4.0787244, -10.254885)$272.161$leftShoulderJoint:(0.29197183, -0.12394642, -9.310676E-9, 0.94836164);leftElbowJoint:(-0.19611053, 0.29734254, -3.779528E-8, 0.93441325);rightShoulderJoint:(-0.05497324, 0.26848078, 3.6925137E-8, 0.96171516);rightElbowJoint:(-0.052701257, 0.052242722, -1.3512967E-9, 0.9972428);$0.0$1A$(15.287865, 4.076991, -7.6121087)$119.72355$0$4.0$2A$(-12.199383, 4.0706, 8.33916)$135.0248$0$4.0$3A$(-3.998802, 4.0755477, -6.513654)$134.37207$0$4.0$4A$(21.02653, 4.076752, -31.22393)$248.29005$0$0.0$5A$(8.244837, 4.078009, -3.334508)$90.185715$0$0.0$
378$B(25.101765, 3.6688294, -12.177699)$0P$(26.424545, 4.0787244, -10.254885)$272.161$leftShoulderJoint:(0.29197183, -0.12394642, -9.310676E-9, 0.94836164);leftElbowJoint:(-0.19611053, 0.29734254, -3.779528E-8, 0.93441325);rightShoulderJoint:(-0.05497324, 0.26848078, 3.6925137E-8, 0.96171516);rightElbowJoint:(-0.052701257, 0.052242722, -1.3512967E-9, 0.9972428);$0.0$1A$(15.3445635, 4.0766506, -7.64122)$119.72355$0$4.0$2A$(-12.148646, 4.067875, 8.295914)$135.0248$0$4.0$3A$(-3.9575367, 4.0761504, -6.5605764)$134.37207$0$4.0$4A$(20.970444, 4.0765085, -31.253942)$247.40927$0$0.0$5A$(8.244819, 4.078015, -3.3344908)$91.06649$0$0.0$
379$B(25.101765, 3.6688294, -12.177699)$0P$(26.424545, 4.0787244, -10.254885)$272.161$leftShoulderJoint:(0.29197183, -0.12394642, -9.310676E-9, 0.94836164);leftElbowJoint:(-0.19611053, 0.29734254, -3.779528E-8, 0.93441325);rightShoulderJoint:(-0.05497324, 0.26848078, 3.6925137E-8, 0.96171516);rightElbowJoint:(-0.052701257, 0.052242722, -1.3512967E-9, 0.9972428);$0.0$1A$(15.3445635, 4.0766506, -7.64122)$119.72355$0$4.0$2A$(-12.148646, 4.067875, 8.295914)$135.0248$0$4.0$3A$(-3.9575367, 4.0761504, -6.5605764)$134.37207$0$4.0$4A$(20.970444, 4.0765085, -31.253942)$247.40927$0$4.0$5A$(8.244819, 4.078015, -3.3344908)$91.72729$0$0.0$
380$B(25.101765, 3.6688294, -12.177699)$0P$(26.424545, 4.0787244, -10.254885)$272.161$leftShoulderJoint:(0.29197183, -0.12394642, -9.310676E-9, 0.94836164);leftElbowJoint:(-0.19611053, 0.29734254, -3.779528E-8, 0.93441325);rightShoulderJoint:(-0.05497324, 0.26848078, 3.6925137E-8, 0.96171516);rightElbowJoint:(-0.052701257, 0.052242722, -1.3512967E-9, 0.9972428);$0.0$1A$(15.3445635, 4.0766506, -7.64122)$119.72355$0$4.0$2A$(-12.148646, 4.067875, 8.295914)$135.0248$0$4.0$3A$(-3.9575367, 4.0761504, -6.5605764)$134.37207$0$4.0$4A$(20.970444, 4.0765085, -31.253942)$246.83134$0$0.0$5A$(8.244819, 4.078015, -3.3344908)$92.305214$0$0.0$
381$B(25.101765, 3.6688294, -12.177699)$0P$(26.424545, 4.0787244, -10.254885)$272.161$leftShoulderJoint:(0.29197183, -0.12394642, -9.310676E-9, 0.94836164);leftElbowJoint:(-0.19611053, 0.29734254, -3.779528E-8, 0.93441325);rightShoulderJoint:(-0.05497324, 0.26848078, 3.6925137E-8, 0.96171516);rightElbowJoint:(-0.052701257, 0.052242722, -1.3512967E-9, 0.9972428);$0.0$1A$(15.3445635, 4.0766506, -7.64122)$119.72355$0$4.0$2A$(-12.148646, 4.067875, 8.295914)$135.0248$0$4.0$3A$(-3.9575367, 4.0761504, -6.5605764)$134.37207$0$4.0$4A$(20.970444, 4.0765085, -31.253942)$246.26392$0$4.0$5A$(8.244819, 4.078015, -3.3344908)$92.87264$0$0.0$
382$B(25.101765, 3.6688294, -12.177699)$0P$(26.424545, 4.0787244, -10.254885)$272.161$leftShoulderJoint:(0.29197183, -0.12394642, -9.310676E-9, 0.94836164);leftElbowJoint:(-0.19611053, 0.29734254, -3.779528E-8, 0.93441325);rightShoulderJoint:(-0.05497324, 0.26848078, 3.6925137E-8, 0.96171516);rightElbowJoint:(-0.052701257, 0.052242722, -1.3512967E-9, 0.9972428);$0.0$1A$(15.3445635, 4.0766506, -7.64122)$119.72355$0$4.0$2A$(-12.148646, 4.067875, 8.295914)$135.0248$0$4.0$3A$(-3.9575367, 4.0761504, -6.5605764)$134.37207$0$4.0$4A$(20.970444, 4.0765085, -31.253942)$246.26392$0$4.0$5A$(8.244819, 4.078015, -3.3344908)$93.48255$0$0.0$
383$B(25.101765, 3.6688294, -12.177699)$0P$(26.424545, 4.0787244, -10.254885)$272.161$leftShoulderJoint:(0.29197183, -0.12394642, -9.310676E-9, 0.94836164);leftElbowJoint:(-0.19611053, 0.29734254, -3.779528E-8, 0.93441325);rightShoulderJoint:(-0.05497324, 0.26848078, 3.6925137E-8, 0.96171516);rightElbowJoint:(-0.052701257, 0.052242722, -1.3512967E-9, 0.9972428);$0.0$1A$(15.400614, 4.076857, -7.6700025)$119.72355$0$4.0$2A$(-12.102421, 4.069895, 8.256509)$135.0248$0$4.0$3A$(-3.9165027, 4.076874, -6.6074533)$134.37207$0$4.0$4A$(20.913155, 4.0764737, -31.28095)$244.93225$0$4.0$5A$(8.244799, 4.0780187, -3.334474)$94.81422$0$0.0$
384$B(25.101765, 3.6688294, -12.177699)$0P$(26.424545, 4.0787244, -10.254885)$272.161$leftShoulderJoint:(0.29197183, -0.12394642, -9.310676E-9, 0.94836164);leftElbowJoint:(-0.19611053, 0.29734254, -3.779528E-8, 0.93441325);rightShoulderJoint:(-0.05497324, 0.26848078, 3.6925137E-8, 0.96171516);rightElbowJoint:(-0.052701257, 0.052242722, -1.3512967E-9, 0.9972428);$0.0$1A$(15.400614, 4.076857, -7.6700025)$119.72355$0$4.0$2A$(-12.102421, 4.069895, 8.256509)$135.0248$0$4.0$3A$(-3.9165027, 4.076874, -6.6074533)$134.37207$0$4.0$4A$(20.913155, 4.0764737, -31.28095)$245.89745$0$4.0$5A$(8.244799, 4.0780187, -3.334474)$95.7794$0$0.0$
385$B(25.101765, 3.6688294, -12.177699)$0P$(26.424545, 4.0787244, -10.254885)$272.161$leftShoulderJoint:(0.29197183, -0.12394642, -9.310676E-9, 0.94836164);leftElbowJoint:(-0.19611053, 0.29734254, -3.779528E-8, 0.93441325);rightShoulderJoint:(-0.05497324, 0.26848078, 3.6925137E-8, 0.96171516);rightElbowJoint:(-0.052701257, 0.052242722, -1.3512967E-9, 0.9972428);$0.0$1A$(15.400614, 4.076857, -7.6700025)$119.72355$0$4.0$2A$(-12.102421, 4.069895, 8.256509)$135.0248$0$4.0$3A$(-3.9165027, 4.076874, -6.6074533)$134.37207$0$4.0$4A$(20.913155, 4.0764737, -31.28095)$245.053$0$0.0$5A$(8.244799, 4.0780187, -3.334474)$96.623856$0$0.0$
386$B(25.101765, 3.6688294, -12.177699)$0P$(26.424545, 4.0787244, -10.254885)$272.161$leftShoulderJoint:(0.29197183, -0.12394642, -9.310676E-9, 0.94836164);leftElbowJoint:(-0.19611053, 0.29734254, -3.779528E-8, 0.93441325);rightShoulderJoint:(-0.05497324, 0.26848078, 3.6925137E-8, 0.96171516);rightElbowJoint:(-0.052701257, 0.052242722, -1.3512967E-9, 0.9972428);$0.0$1A$(15.45693, 4.0768404, -7.6989183)$119.72355$0$4.0$2A$(-12.051684, 4.0671697, 8.213263)$135.0248$0$4.0$3A$(-3.8750732, 4.077057, -6.654956)$134.37207$0$4.0$4A$(20.850597, 4.0768228, -31.286638)$243.98932$0$4.0$5A$(8.244778, 4.0780206, -3.3344548)$97.68752$0$0.0$
387$B(25.101765, 3.6688294, -12.177699)$0P$(26.424545, 4.0787244, -10.254885)$277.399$leftShoulderJoint:(0.25465295, -0.17513892, -9.621248E-9, 0.9510406);leftElbowJoint:(-0.26169, 0.25745404, -3.2725048E-8, 0.9301805);rightShoulderJoint:(-0.04079719, 0.2963554, 4.0318096E-8, 0.954206);rightElbowJoint:(0.060824297, 0.07328453, 1.5595772E-9, 0.99545455);$0.0$1A$(15.45693, 4.0768404, -7.6989183)$119.72355$0$4.0$2A$(-12.051684, 4.0671697, 8.213263)$135.0248$0$4.0$3A$(-3.8750732, 4.077057, -6.654956)$134.37207$0$4.0$4A$(20.850597, 4.0768228, -31.286638)$243.30368$0$4.0$5A$(8.244778, 4.0780206, -3.3344548)$98.37316$0$0.0$
388$B(24.893475, 3.6651301, -11.757634)$0P$(26.424545, 4.0787244, -10.254885)$277.399$leftShoulderJoint:(0.25465295, -0.17513892, -9.621248E-9, 0.9510406);leftElbowJoint:(-0.26169, 0.25745404, -3.2725048E-8, 0.9301805);rightShoulderJoint:(-0.04079719, 0.2963554, 4.0318096E-8, 0.954206);rightElbowJoint:(0.060824297, 0.07328453, 1.5595772E-9, 0.99545455);$0.0$1A$(15.45693, 4.0768404, -7.6989183)$119.72355$0$4.0$2A$(-12.051684, 4.0671697, 8.213263)$135.0248$0$4.0$3A$(-3.8750732, 4.077057, -6.654956)$134.37207$0$4.0$4A$(20.850597, 4.0768228, -31.286638)$243.91191$0$4.0$5A$(8.244778, 4.0780206, -3.3344548)$98.98139$0$0.0$
389$B(24.893475, 3.6651301, -11.757634)$0P$(26.424545, 4.0787244, -10.254885)$277.399$leftShoulderJoint:(0.25465295, -0.17513892, -9.621248E-9, 0.9510406);leftElbowJoint:(-0.26169, 0.25745404, -3.2725048E-8, 0.9301805);rightShoulderJoint:(-0.04079719, 0.2963554, 4.0318096E-8, 0.954206);rightElbowJoint:(0.060824297, 0.07328453, 1.5595772E-9, 0.99545455);$0.0$1A$(15.45693, 4.0768404, -7.6989183)$119.72355$0$4.0$2A$(-12.051684, 4.0671697, 8.213263)$135.0248$0$4.0$3A$(-3.8750732, 4.077057, -6.654956)$134.37207$0$4.0$4A$(20.850597, 4.0768228, -31.286638)$243.31096$0$0.0$5A$(8.244778, 4.0780206, -3.3344548)$99.582344$0$0.0$
390$B(24.893475, 3.6651301, -11.757634)$0P$(26.424545, 4.0787244, -10.254885)$277.399$leftShoulderJoint:(0.25465295, -0.17513892, -9.621248E-9, 0.9510406);leftElbowJoint:(-0.26169, 0.25745404, -3.2725048E-8, 0.9301805);rightShoulderJoint:(-0.04079719, 0.2963554, 4.0318096E-8, 0.954206);rightElbowJoint:(0.060824297, 0.07328453, 1.5595772E-9, 0.99545455);$0.0$1A$(15.513237, 4.076833, -7.7278285)$119.72355$0$4.0$2A$(-12.005591, 4.069329, 8.17397)$135.0248$0$4.0$3A$(-3.8341625, 4.0776806, -6.7020893)$134.37207$0$4.0$4A$(20.78802, 4.077311, -31.284607)$242.15448$0$4.0$5A$(8.244756, 4.078021, -3.3344345)$100.73882$0$0.0$
391$B(24.893475, 3.6651301, -11.757634)$0P$(26.424545, 4.0787244, -10.254885)$277.399$leftShoulderJoint:(0.25465295, -0.17513892, -9.621248E-9, 0.9510406);leftElbowJoint:(-0.26169, 0.25745404, -3.2725048E-8, 0.9301805);rightShoulderJoint:(-0.04079719, 0.2963554, 4.0318096E-8, 0.954206);rightElbowJoint:(0.060824297, 0.07328453, 1.5595772E-9, 0.99545455);$0.0$1A$(15.513237, 4.076833, -7.7278285)$119.72355$0$4.0$2A$(-12.005591, 4.069329, 8.17397)$135.0248$0$4.0$3A$(-3.8341625, 4.0776806, -6.7020893)$134.37207$0$4.0$4A$(20.78802, 4.077311, -31.284607)$243.13661$0$0.0$5A$(8.244756, 4.078021, -3.3344345)$101.72095$0$0.0$
392$B(24.893475, 3.6651301, -11.757634)$0P$(26.424545, 4.0787244, -10.254885)$277.399$leftShoulderJoint:(0.25465295, -0.17513892, -9.621248E-9, 0.9510406);leftElbowJoint:(-0.26169, 0.25745404, -3.2725048E-8, 0.9301805);rightShoulderJoint:(-0.04079719, 0.2963554, 4.0318096E-8, 0.954206);rightElbowJoint:(0.060824297, 0.07328453, 1.5595772E-9, 0.99545455);$0.0$1A$(15.513237, 4.076833, -7.7278285)$119.72355$0$4.0$2A$(-12.005591, 4.069329, 8.17397)$135.0248$0$4.0$3A$(-3.8341625, 4.0776806, -6.7020893)$134.37207$0$4.0$4A$(20.78802, 4.077311, -31.284607)$244.07394$0$0.0$5A$(8.244756, 4.078021, -3.3344345)$102.65828$0$0.0$
393$B(24.893475, 3.6651301, -11.757634)$0P$(26.424545, 4.0787244, -10.254885)$277.399$leftShoulderJoint:(0.25465295, -0.17513892, -9.621248E-9, 0.9510406);leftElbowJoint:(-0.26169, 0.25745404, -3.2725048E-8, 0.9301805);rightShoulderJoint:(-0.04079719, 0.2963554, 4.0318096E-8, 0.954206);rightElbowJoint:(0.060824297, 0.07328453, 1.5595772E-9, 0.99545455);$0.0$1A$(15.513237, 4.076833, -7.7278285)$119.72355$0$4.0$2A$(-12.005591, 4.069329, 8.17397)$135.0248$0$4.0$3A$(-3.8341625, 4.0776806, -6.7020893)$134.37207$0$4.0$4A$(20.78802, 4.077311, -31.284607)$243.36052$0$4.0$5A$(8.244756, 4.078021, -3.3344345)$103.371704$0$0.0$
394$B(24.893475, 3.6651301, -11.757634)$0P$(26.424545, 4.0787244, -10.254885)$277.399$leftShoulderJoint:(0.25465295, -0.17513892, -9.621248E-9, 0.9510406);leftElbowJoint:(-0.26169, 0.25745404, -3.2725048E-8, 0.9301805);rightShoulderJoint:(-0.04079719, 0.2963554, 4.0318096E-8, 0.954206);rightElbowJoint:(0.060824297, 0.07328453, 1.5595772E-9, 0.99545455);$0.0$1A$(15.569525, 4.0768414, -7.756727)$119.72355$0$4.0$2A$(-11.959121, 4.071084, 8.134352)$135.0248$0$4.0$3A$(-3.796311, 4.080366, -6.7474017)$134.37207$0$4.0$4A$(20.746542, 4.074586, -31.3368)$242.45839$0$4.0$5A$(8.244735, 4.078022, -3.3344145)$104.273834$0$0.0$
395$B(24.893475, 3.6651301, -11.757634)$0P$(26.424545, 4.0787244, -10.254885)$277.399$leftShoulderJoint:(0.25465295, -0.17513892, -9.621248E-9, 0.9510406);leftElbowJoint:(-0.26169, 0.25745404, -3.2725048E-8, 0.9301805);rightShoulderJoint:(-0.04079719, 0.2963554, 4.0318096E-8, 0.954206);rightElbowJoint:(0.060824297, 0.07328453, 1.5595772E-9, 0.99545455);$0.0$1A$(15.569525, 4.0768414, -7.756727)$119.72355$0$4.0$2A$(-11.959121, 4.071084, 8.134352)$135.0248$0$4.0$3A$(-3.796311, 4.080366, -6.7474017)$134.37207$0$4.0$4A$(20.746542, 4.074586, -31.3368)$241.85086$0$4.0$5A$(8.244735, 4.078022, -3.3344145)$104.88136$0$0.0$
396$B(24.893475, 3.6651301, -11.757634)$0P$(26.424545, 4.0787244, -10.254885)$277.399$leftShoulderJoint:(0.25465295, -0.17513892, -9.621248E-9, 0.9510406);leftElbowJoint:(-0.26169, 0.25745404, -3.2725048E-8, 0.9301805);rightShoulderJoint:(-0.04079719, 0.2963554, 4.0318096E-8, 0.954206);rightElbowJoint:(0.060824297, 0.07328453, 1.5595772E-9, 0.99545455);$0.0$1A$(15.569525, 4.0768414, -7.756727)$119.72355$0$4.0$2A$(-11.959121, 4.071084, 8.134352)$135.0248$0$4.0$3A$(-3.796311, 4.080366, -6.7474017)$134.37207$0$4.0$4A$(20.746542, 4.074586, -31.3368)$242.44307$0$4.0$5A$(8.244735, 4.078022, -3.3344145)$105.473564$0$0.0$
397$B(24.893475, 3.6651301, -11.757634)$0P$(26.424545, 4.0787244, -10.254885)$277.399$leftShoulderJoint:(0.25465295, -0.17513892, -9.621248E-9, 0.9510406);leftElbowJoint:(-0.26169, 0.25745404, -3.2725048E-8, 0.9301805);rightShoulderJoint:(-0.04079719, 0.2963554, 4.0318096E-8, 0.954206);rightElbowJoint:(0.060824297, 0.07328453, 1.5595772E-9, 0.99545455);$0.0$1A$(15.569525, 4.0768414, -7.756727)$119.72355$0$4.0$2A$(-11.959121, 4.071084, 8.134352)$135.0248$0$4.0$3A$(-3.796311, 4.080366, -6.7474017)$134.37207$0$4.0$4A$(20.746542, 4.074586, -31.3368)$241.834$0$4.0$5A$(8.244735, 4.078022, -3.3344145)$106.082634$0$0.0$
398$B(24.893475, 3.6651301, -11.757634)$0P$(26.424545, 4.0787244, -10.254885)$277.399$leftShoulderJoint:(0.25465295, -0.17513892, -9.621248E-9, 0.9510406);leftElbowJoint:(-0.26169, 0.25745404, -3.2725048E-8, 0.9301805);rightShoulderJoint:(-0.04079719, 0.2963554, 4.0318096E-8, 0.954206);rightElbowJoint:(0.060824297, 0.07328453, 1.5595772E-9, 0.99545455);$0.0$1A$(15.569525, 4.0768414, -7.756727)$119.72355$0$4.0$2A$(-11.959121, 4.071084, 8.134352)$135.0248$0$4.0$3A$(-3.796311, 4.080366, -6.7474017)$134.37207$0$4.0$4A$(20.746542, 4.074586, -31.3368)$242.68146$0$4.0$5A$(8.244735, 4.078022, -3.3344145)$106.082634$0$0.0$
399$B(24.893475, 3.6651301, -11.757634)$0P$(26.424545, 4.0787244, -10.254885)$277.399$leftShoulderJoint:(0.25465295, -0.17513892, -9.621248E-9, 0.9510406);leftElbowJoint:(-0.26169, 0.25745404, -3.2725048E-8, 0.9301805);rightShoulderJoint:(-0.04079719, 0.2963554, 4.0318096E-8, 0.954206);rightElbowJoint:(0.060824297, 0.07328453, 1.5595772E-9, 0.99545455);$0.0$1A$(15.625325, 4.0772448, -7.785391)$119.72355$0$4.0$2A$(-11.908384, 4.068359, 8.091105)$135.0248$0$4.0$3A$(-3.7526937, 4.077641, -6.7978196)$134.37207$0$4.0$4A$(20.690138, 4.0761623, -31.357702)$241.29471$0$4.0$5A$(8.244713, 4.078023, -3.3343954)$106.082634$0$0.0$
400$B(24.893475, 3.6651301, -11.757634)$0P$(26.424545, 4.0787244, -10.254885)$277.399$leftShoulderJoint:(0.25465295, -0.17513892, -9.621248E-9, 0.9510406);leftElbowJoint:(-0.26169, 0.25745404, -3.2725048E-8, 0.9301805);rightShoulderJoint:(-0.04079719, 0.2963554, 4.0318096E-8, 0.954206);rightElbowJoint:(0.060824297, 0.07328453, 1.5595772E-9, 0.99545455);$0.0$1A$(15.625325, 4.0772448, -7.785391)$119.72355$0$4.0$2A$(-11.908384, 4.068359, 8.091105)$135.0248$0$4.0$3A$(-3.7526937, 4.077641, -6.7978196)$134.37207$0$4.0$4A$(20.690138, 4.0761623, -31.357702)$242.27509$0$0.0$5A$(8.244713, 4.078023, -3.3343954)$106.082634$0$0.0$
