*------------------------------------*
NEWD!P!0!templateshirt.JPG!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(41.442863, 4.0, -3.4252815)
NEWD!A!1!shirtyellowbob.jpg!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(5.1782646, 4.0, -2.4962654)
NEWD!A!2!shirtyellowcarl.jpg!skinCarl.jpg!shortsblue.jpg!shoesgreen.jpg!Carl.jpg!(-18.152615, 4.0, 1.1153564)
NEWD!A!3!shirtyellowalan.jpg!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(-7.595375, 4.0, -19.452581)
NEWD!A!4!templateshirt.JPG!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(30.006912, 4.0, -25.468725)
0$B(0.0, -4.1499996, 0.0)$0P$(41.442863, 4.0, -3.4252815)$270.0$0$0$1A$(5.1782646, 4.0, -2.4962654)$91.46747$0$1$2A$(-18.152615, 4.0, 1.1153564)$94.69237$0$1$3A$(-7.595375, 4.0, -19.452581)$72.23628$0$0$4A$(30.006912, 4.0, -25.468725)$281.0584$0$1$
NEWD!N!5!templateshirt.JPG!skin1.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(22.941164, 5.0, -6.5546837)
1$B(41.5786, 3.0354393, -4.950614)$0P$(41.448154, 4.0784693, -3.4252815)$270.0$0$0$1A$(5.2219877, 4.0155735, -2.4988227)$91.46747$0$1$2A$(-18.114998, 4.0156097, 1.0930154)$104.69237$0$1$3A$(-7.595378, 4.0156164, -19.45258)$82.23628$0$0$4A$(29.940952, 3.997275, -25.45905)$291.0584$0$1$5N$(22.941164, 5.0, -6.5546837)$0.0$leftShoulderJoint:(0.0, 0.0, 0.0, 1.0);leftElbowJoint:(0.0, 0.0, 0.0, 1.0);rightShoulderJoint:(0.0, 0.0, 0.0, 1.0);rightElbowJoint:(0.0, 0.0, 0.0, 1.0);$0$
470$B(41.583897, 3.1141326, -4.950614)$0P$(41.44816, 4.0786934, -3.4252815)$270.0$0$0$1A$(13.50107, 4.071461, -2.9693525)$91.46747$0$1$2A$(-9.968056, 4.076931, -0.8919207)$104.69237$0$1$3A$(0.52204597, 4.077269, -20.195667)$92.687935$0$1$4A$(24.392563, 4.0763297, -20.12929)$328.13333$0$1$5N$(22.935944, 4.077915, -6.5553513)$0.0$leftShoulderJoint:(-0.01964617, 0.93598187, -0.0760062, 0.34318382);leftElbowJoint:(3.8209278E-4, 0.21007335, 0.0018361248, 0.97768384);rightShoulderJoint:(-0.06754923, 0.8166146, 0.4132097, -0.39728495);rightElbowJoint:(0.9083351, -0.26627257, -0.044814203, 0.3194026);$0$
471$B(41.583897, 3.1141326, -4.950614)$0P$(41.44816, 4.0787163, -3.4252815)$270.0$0$0$1A$(13.56762, 4.068736, -2.9732914)$91.46747$0$1$2A$(-9.907207, 4.0774884, -0.9062855)$104.69237$0$1$3A$(0.585763, 4.076923, -20.193827)$92.687935$0$1$4A$(24.363958, 4.0771837, -20.074154)$328.13333$0$1$5N$(22.935917, 4.077925, -6.5553555)$0.0$leftShoulderJoint:(-0.01964617, 0.93598187, -0.0760062, 0.34318382);leftElbowJoint:(3.8209278E-4, 0.21007335, 0.0018361248, 0.97768384);rightShoulderJoint:(-0.06754923, 0.8166146, 0.4132097, -0.39728495);rightElbowJoint:(0.9083351, -0.26627257, -0.044814203, 0.3194026);$0$
472$B(41.583897, 3.1141555, -4.950614)$0P$(41.44816, 4.0787163, -3.4252815)$270.0$0$0$1A$(13.56762, 4.068736, -2.9732914)$91.46747$0$1$2A$(-9.907207, 4.0774884, -0.9062855)$104.69237$0$1$3A$(0.585763, 4.076923, -20.193827)$92.687935$0$1$4A$(24.363958, 4.0771837, -20.074154)$328.13333$0$1$5N$(22.935917, 4.077925, -6.5553555)$0.0$leftShoulderJoint:(-0.01964617, 0.93598187, -0.0760062, 0.34318382);leftElbowJoint:(3.8209278E-4, 0.21007335, 0.0018361248, 0.97768384);rightShoulderJoint:(-0.06754923, 0.8166146, 0.4132097, -0.39728495);rightElbowJoint:(0.9083351, -0.26627257, -0.044814203, 0.3194026);$0$
473$B(41.583897, 3.1141555, -4.950614)$0P$(41.44816, 4.0787163, -3.4252815)$270.0$0$0$1A$(13.56762, 4.068736, -2.9732914)$91.46747$0$1$2A$(-9.907207, 4.0774884, -0.9062855)$104.69237$0$1$3A$(0.585763, 4.076923, -20.193827)$92.687935$0$1$4A$(24.363958, 4.0771837, -20.074154)$328.13333$0$1$5N$(22.935917, 4.077925, -6.5553555)$0.0$leftShoulderJoint:(-0.018889535, 0.9384579, -0.078713365, 0.33577377);leftElbowJoint:(1.3411883E-4, 0.2118285, 0.0018743041, 0.97730505);rightShoulderJoint:(-0.07841599, 0.7259197, 0.5040297, -0.46135193);rightElbowJoint:(0.96505445, -0.106422246, -0.04618743, 0.23497052);$0$
474$B(41.583897, 3.1141555, -4.950614)$0P$(41.44816, 4.0787163, -3.4252815)$270.0$0$0$1A$(13.56762, 4.068736, -2.9732914)$91.46747$0$1$2A$(-9.907207, 4.0774884, -0.9062855)$104.69237$0$1$3A$(0.585763, 4.076923, -20.193827)$92.687935$0$1$4A$(24.363958, 4.0771837, -20.074154)$328.13333$0$1$5N$(22.935917, 4.077925, -6.5553555)$0.0$leftShoulderJoint:(-0.018889535, 0.9384579, -0.078713365, 0.33577377);leftElbowJoint:(1.3411883E-4, 0.2118285, 0.0018743041, 0.97730505);rightShoulderJoint:(-0.07841599, 0.7259197, 0.5040297, -0.46135193);rightElbowJoint:(0.96505445, -0.106422246, -0.04618743, 0.23497052);$0$
475$B(41.583897, 3.1141555, -4.950614)$0P$(41.44816, 4.0791535, -3.4252815)$270.0$0$0$1A$(13.628443, 4.0706053, -2.9768922)$91.46747$0$1$2A$(-9.845632, 4.077493, -0.9208249)$104.69237$0$1$3A$(0.6486839, 4.07717, -20.191841)$92.687935$0$1$4A$(24.335545, 4.0783873, -20.019524)$328.13333$0$1$5N$(22.935785, 4.077901, -6.555372)$0.0$leftShoulderJoint:(-0.018889535, 0.9384579, -0.078713365, 0.33577377);leftElbowJoint:(1.3411883E-4, 0.2118285, 0.0018743041, 0.97730505);rightShoulderJoint:(-0.07841599, 0.7259197, 0.5040297, -0.46135193);rightElbowJoint:(0.96505445, -0.106422246, -0.04618743, 0.23497052);$0$
476$B(41.583897, 3.1145928, -4.950614)$0P$(41.44816, 4.0791535, -3.4252815)$270.0$0$0$1A$(13.628443, 4.0706053, -2.9768922)$91.46747$0$1$2A$(-9.845632, 4.077493, -0.9208249)$104.69237$0$1$3A$(0.6486839, 4.07717, -20.191841)$92.687935$0$1$4A$(24.335545, 4.0783873, -20.019524)$328.13333$0$1$5N$(22.935785, 4.077901, -6.555372)$0.0$leftShoulderJoint:(-0.018889535, 0.9384579, -0.078713365, 0.33577377);leftElbowJoint:(1.3411883E-4, 0.2118285, 0.0018743041, 0.97730505);rightShoulderJoint:(-0.07841599, 0.7259197, 0.5040297, -0.46135193);rightElbowJoint:(0.96505445, -0.106422246, -0.04618743, 0.23497052);$0$
477$B(41.583897, 3.1145928, -4.950614)$0P$(41.44816, 4.0791535, -3.4252815)$270.0$0$0$1A$(13.628443, 4.0706053, -2.9768922)$91.46747$0$1$2A$(-9.845632, 4.077493, -0.9208249)$104.69237$0$1$3A$(0.6486839, 4.07717, -20.191841)$92.687935$0$1$4A$(24.335545, 4.0783873, -20.019524)$328.13333$0$1$5N$(22.935785, 4.077901, -6.555372)$0.0$leftShoulderJoint:(-0.018889535, 0.9384579, -0.078713365, 0.33577377);leftElbowJoint:(1.3411883E-4, 0.2118285, 0.0018743041, 0.97730505);rightShoulderJoint:(-0.07841599, 0.7259197, 0.5040297, -0.46135193);rightElbowJoint:(0.96505445, -0.106422246, -0.04618743, 0.23497052);$0$
478$B(41.583897, 3.1145928, -4.950614)$0P$(41.44816, 4.0791535, -3.4252815)$270.0$0$0$1A$(13.628443, 4.0706053, -2.9768922)$91.46747$0$1$2A$(-9.845632, 4.077493, -0.9208249)$104.69237$0$1$3A$(0.6486839, 4.07717, -20.191841)$92.687935$0$1$4A$(24.335545, 4.0783873, -20.019524)$328.13333$0$1$5N$(22.935785, 4.077901, -6.555372)$0.0$leftShoulderJoint:(-0.018889535, 0.9384579, -0.078713365, 0.33577377);leftElbowJoint:(1.3411883E-4, 0.2118285, 0.0018743041, 0.97730505);rightShoulderJoint:(-0.07841599, 0.7259197, 0.5040297, -0.46135193);rightElbowJoint:(0.96505445, -0.106422246, -0.04618743, 0.23497052);$0$
479$B(41.583897, 3.1145928, -4.950614)$0P$(41.44816, 4.0792027, -3.4252815)$270.0$0$0$1A$(13.694993, 4.06788, -2.9808311)$91.46747$0$1$2A$(-9.784026, 4.077474, -0.93537533)$104.69237$0$1$3A$(0.71166605, 4.077364, -20.189682)$92.687935$0$1$4A$(24.304876, 4.075662, -19.960331)$328.13333$0$1$5N$(22.935762, 4.077916, -6.555376)$0.0$leftShoulderJoint:(-0.018889535, 0.9384579, -0.078713365, 0.33577377);leftElbowJoint:(1.3411883E-4, 0.2118285, 0.0018743041, 0.97730505);rightShoulderJoint:(-0.07841599, 0.7259197, 0.5040297, -0.46135193);rightElbowJoint:(0.96505445, -0.106422246, -0.04618743, 0.23497052);$0$
480$B(41.583897, 3.114642, -4.950614)$0P$(41.44816, 4.0792027, -3.4252815)$270.0$0$0$1A$(13.694993, 4.06788, -2.9808311)$91.46747$0$1$2A$(-9.784026, 4.077474, -0.93537533)$104.69237$0$1$3A$(0.71166605, 4.077364, -20.189682)$92.687935$0$1$4A$(24.304876, 4.075662, -19.960331)$328.13333$0$1$5N$(22.935762, 4.077916, -6.555376)$0.0$leftShoulderJoint:(-0.018889535, 0.9384579, -0.078713365, 0.33577377);leftElbowJoint:(1.3411883E-4, 0.2118285, 0.0018743041, 0.97730505);rightShoulderJoint:(-0.07841599, 0.7259197, 0.5040297, -0.46135193);rightElbowJoint:(0.96505445, -0.106422246, -0.04618743, 0.23497052);$0$
481$B(41.583897, 3.114642, -4.950614)$0P$(41.44816, 4.0792027, -3.4252815)$270.0$0$0$1A$(13.694993, 4.06788, -2.9808311)$91.46747$0$1$2A$(-9.784026, 4.077474, -0.93537533)$104.69237$0$1$3A$(0.71166605, 4.077364, -20.189682)$92.687935$0$1$4A$(24.304876, 4.075662, -19.960331)$328.13333$0$1$5N$(22.935762, 4.077916, -6.555376)$0.0$leftShoulderJoint:(-0.018889535, 0.9384579, -0.078713365, 0.33577377);leftElbowJoint:(1.3411883E-4, 0.2118285, 0.0018743041, 0.97730505);rightShoulderJoint:(-0.07841599, 0.7259197, 0.5040297, -0.46135193);rightElbowJoint:(0.96505445, -0.106422246, -0.04618743, 0.23497052);$0$
482$B(41.583897, 3.114642, -4.950614)$0P$(41.44816, 4.0792027, -3.4252815)$270.0$0$0$1A$(13.694993, 4.06788, -2.9808311)$91.46747$0$1$2A$(-9.784026, 4.077474, -0.93537533)$104.69237$0$1$3A$(0.71166605, 4.077364, -20.189682)$92.687935$0$1$4A$(24.304876, 4.075662, -19.960331)$328.13333$0$1$5N$(22.935762, 4.077916, -6.555376)$0.0$leftShoulderJoint:(-0.018889535, 0.9384579, -0.078713365, 0.33577377);leftElbowJoint:(1.3411883E-4, 0.2118285, 0.0018743041, 0.97730505);rightShoulderJoint:(-0.07841599, 0.7259197, 0.5040297, -0.46135193);rightElbowJoint:(0.96505445, -0.106422246, -0.04618743, 0.23497052);$0$
483$B(41.583897, 3.114642, -4.950614)$0P$(41.44816, 4.0786934, -3.4252815)$270.0$0$0$1A$(13.755599, 4.0699224, -2.984419)$91.46747$0$1$2A$(-9.723399, 4.078179, -0.9497054)$104.69237$0$1$3A$(0.7746946, 4.0775156, -20.187336)$92.687935$0$1$4A$(24.276348, 4.0766296, -19.905317)$328.13333$0$1$5N$(22.935736, 4.077926, -6.5553794)$0.0$leftShoulderJoint:(-0.018889535, 0.9384579, -0.078713365, 0.33577377);leftElbowJoint:(1.3411883E-4, 0.2118285, 0.0018743041, 0.97730505);rightShoulderJoint:(-0.07841599, 0.7259197, 0.5040297, -0.46135193);rightElbowJoint:(0.96505445, -0.106422246, -0.04618743, 0.23497052);$0$
484$B(41.583897, 3.1141326, -4.950614)$0P$(41.44816, 4.0786934, -3.4252815)$270.0$0$0$1A$(13.755599, 4.0699224, -2.984419)$91.46747$0$1$2A$(-9.723399, 4.078179, -0.9497054)$104.69237$0$1$3A$(0.7746946, 4.0775156, -20.187336)$92.687935$0$1$4A$(24.276348, 4.0766296, -19.905317)$328.13333$0$1$5N$(22.935736, 4.077926, -6.5553794)$0.0$leftShoulderJoint:(-0.018889535, 0.9384579, -0.078713365, 0.33577377);leftElbowJoint:(1.3411883E-4, 0.2118285, 0.0018743041, 0.97730505);rightShoulderJoint:(-0.07841599, 0.7259197, 0.5040297, -0.46135193);rightElbowJoint:(0.96505445, -0.106422246, -0.04618743, 0.23497052);$0$
485$B(41.583897, 3.1141326, -4.950614)$0P$(41.44816, 4.0786934, -3.4252815)$270.0$0$0$1A$(13.755599, 4.0699224, -2.984419)$91.46747$0$1$2A$(-9.723399, 4.078179, -0.9497054)$104.69237$0$1$3A$(0.7746946, 4.0775156, -20.187336)$92.687935$0$1$4A$(24.276348, 4.0766296, -19.905317)$328.13333$0$1$5N$(22.935736, 4.077926, -6.5553794)$0.0$leftShoulderJoint:(-0.018889535, 0.9384579, -0.078713365, 0.33577377);leftElbowJoint:(1.3411883E-4, 0.2118285, 0.0018743041, 0.97730505);rightShoulderJoint:(-0.07841599, 0.7259197, 0.5040297, -0.46135193);rightElbowJoint:(0.96505445, -0.106422246, -0.04618743, 0.23497052);$0$
486$B(41.583897, 3.1141326, -4.950614)$0P$(41.44816, 4.0786934, -3.4252815)$270.0$0$0$1A$(13.755599, 4.0699224, -2.984419)$91.46747$0$1$2A$(-9.723399, 4.078179, -0.9497054)$104.69237$0$1$3A$(0.7746946, 4.0775156, -20.187336)$92.687935$0$1$4A$(24.276348, 4.0766296, -19.905317)$328.13333$0$1$5N$(22.935736, 4.077926, -6.5553794)$0.0$leftShoulderJoint:(-0.018889535, 0.9384579, -0.078713365, 0.33577377);leftElbowJoint:(1.3411883E-4, 0.2118285, 0.0018743041, 0.97730505);rightShoulderJoint:(-0.07841599, 0.7259197, 0.5040297, -0.46135193);rightElbowJoint:(0.96505445, -0.106422246, -0.04618743, 0.23497052);$0$
487$B(41.583897, 3.1141326, -4.950614)$0P$(41.44816, 4.0787163, -3.4252815)$270.0$0$0$1A$(13.816722, 4.071551, -2.9880376)$91.46747$0$1$2A$(-9.668215, 4.069871, -0.96380556)$104.69237$0$1$3A$(0.83776, 4.0776324, -20.184813)$91.860886$0$1$4A$(24.247984, 4.0778484, -19.850664)$328.13333$0$1$5N$(22.935707, 4.077933, -6.5553837)$0.0$leftShoulderJoint:(-0.018889535, 0.9384579, -0.078713365, 0.33577377);leftElbowJoint:(1.3411883E-4, 0.2118285, 0.0018743041, 0.97730505);rightShoulderJoint:(-0.07841599, 0.7259197, 0.5040297, -0.46135193);rightElbowJoint:(0.96505445, -0.106422246, -0.04618743, 0.23497052);$0$
488$B(41.583897, 3.1141555, -4.950614)$0P$(41.44816, 4.0787163, -3.4252815)$270.0$0$0$1A$(13.816722, 4.071551, -2.9880376)$91.46747$0$1$2A$(-9.668215, 4.069871, -0.96380556)$104.69237$0$1$3A$(0.83776, 4.0776324, -20.184813)$91.860886$0$1$4A$(24.247984, 4.0778484, -19.850664)$328.13333$0$1$5N$(22.935707, 4.077933, -6.5553837)$0.0$leftShoulderJoint:(-0.018889535, 0.9384579, -0.078713365, 0.33577377);leftElbowJoint:(1.3411883E-4, 0.2118285, 0.0018743041, 0.97730505);rightShoulderJoint:(-0.07841599, 0.7259197, 0.5040297, -0.46135193);rightElbowJoint:(0.96505445, -0.106422246, -0.04618743, 0.23497052);$0$
489$B(41.583897, 3.1141555, -4.950614)$0P$(41.44816, 4.0787163, -3.4252815)$270.0$0$0$1A$(13.816722, 4.071551, -2.9880376)$91.46747$0$1$2A$(-9.668215, 4.069871, -0.96380556)$104.69237$0$1$3A$(0.83776, 4.0776324, -20.184813)$91.860886$0$1$4A$(24.247984, 4.0778484, -19.850664)$328.13333$0$1$5N$(22.935707, 4.077933, -6.5553837)$0.0$leftShoulderJoint:(-0.018889535, 0.9384579, -0.078713365, 0.33577377);leftElbowJoint:(1.3411883E-4, 0.2118285, 0.0018743041, 0.97730505);rightShoulderJoint:(-0.07841599, 0.7259197, 0.5040297, -0.46135193);rightElbowJoint:(0.96505445, -0.106422246, -0.04618743, 0.23497052);$0$
490$B(41.583897, 3.1141555, -4.950614)$0P$(41.44816, 4.0787163, -3.4252815)$270.0$0$0$1A$(13.816722, 4.071551, -2.9880376)$91.46747$0$1$2A$(-9.668215, 4.069871, -0.96380556)$104.69237$0$1$3A$(0.83776, 4.0776324, -20.184813)$91.860886$0$1$4A$(24.247984, 4.0778484, -19.850664)$328.13333$0$1$5N$(22.935707, 4.077933, -6.5553837)$0.0$leftShoulderJoint:(-0.018889535, 0.9384579, -0.078713365, 0.33577377);leftElbowJoint:(1.3411883E-4, 0.2118285, 0.0018743041, 0.97730505);rightShoulderJoint:(-0.07841599, 0.7259197, 0.5040297, -0.46135193);rightElbowJoint:(0.96505445, -0.106422246, -0.04618743, 0.23497052);$0$
491$B(41.583897, 3.1141555, -4.950614)$0P$(41.44816, 4.0791535, -3.4252815)$270.0$0$0$1A$(13.883272, 4.0688257, -2.9919765)$91.46747$0$1$2A$(-9.608717, 4.071569, -0.9778341)$104.69237$0$1$3A$(0.9008543, 4.0777206, -20.182114)$91.860886$0$1$4A$(24.24759, 4.0777225, -19.849758)$328.13333$0$1$5N$(22.935682, 4.0779395, -6.55539)$0.0$leftShoulderJoint:(-0.018889535, 0.9384579, -0.078713365, 0.33577377);leftElbowJoint:(1.3411883E-4, 0.2118285, 0.0018743041, 0.97730505);rightShoulderJoint:(-0.07841599, 0.7259197, 0.5040297, -0.46135193);rightElbowJoint:(0.96505445, -0.106422246, -0.04618743, 0.23497052);$0$
492$B(41.583897, 3.1145928, -4.950614)$0P$(41.44816, 4.0791535, -3.4252815)$270.0$0$0$1A$(13.883272, 4.0688257, -2.9919765)$91.46747$0$1$2A$(-9.608717, 4.071569, -0.9778341)$104.69237$0$1$3A$(0.9008543, 4.0777206, -20.182114)$91.860886$0$1$4A$(24.24759, 4.0777225, -19.849758)$328.13333$0$1$5N$(22.935682, 4.0779395, -6.55539)$0.0$leftShoulderJoint:(-0.018889535, 0.9384579, -0.078713365, 0.33577377);leftElbowJoint:(1.3411883E-4, 0.2118285, 0.0018743041, 0.97730505);rightShoulderJoint:(-0.07841599, 0.7259197, 0.5040297, -0.46135193);rightElbowJoint:(0.96505445, -0.106422246, -0.04618743, 0.23497052);$0$
493$B(41.583897, 3.1145928, -4.950614)$0P$(41.44816, 4.0791535, -3.4252815)$270.0$0$0$1A$(13.883272, 4.0688257, -2.9919765)$91.46747$0$1$2A$(-9.608717, 4.071569, -0.9778341)$104.69237$0$1$3A$(0.9008543, 4.0777206, -20.182114)$91.860886$0$1$4A$(24.24759, 4.0777225, -19.849758)$328.13333$0$1$5N$(22.935682, 4.0779395, -6.55539)$0.0$leftShoulderJoint:(-0.018889535, 0.9384579, -0.078713365, 0.33577377);leftElbowJoint:(1.3411883E-4, 0.2118285, 0.0018743041, 0.97730505);rightShoulderJoint:(-0.07841599, 0.7259197, 0.5040297, -0.46135193);rightElbowJoint:(0.96505445, -0.106422246, -0.04618743, 0.23497052);$0$
494$B(41.583897, 3.1145928, -4.950614)$0P$(41.44816, 4.0791535, -3.4252815)$270.0$0$0$1A$(13.883272, 4.0688257, -2.9919765)$91.46747$0$1$2A$(-9.608717, 4.071569, -0.9778341)$104.69237$0$1$3A$(0.9008543, 4.0777206, -20.182114)$91.860886$0$1$4A$(24.24759, 4.0777225, -19.849758)$328.13333$0$1$5N$(22.935682, 4.0779395, -6.55539)$0.0$leftShoulderJoint:(-0.018889535, 0.9384579, -0.078713365, 0.33577377);leftElbowJoint:(1.3411883E-4, 0.2118285, 0.0018743041, 0.97730505);rightShoulderJoint:(-0.07841599, 0.7259197, 0.5040297, -0.46135193);rightElbowJoint:(0.96505445, -0.106422246, -0.04618743, 0.23497052);$0$
495$B(41.583897, 3.1145928, -4.950614)$0P$(41.44816, 4.0792027, -3.4252815)$270.0$0$0$1A$(13.944116, 4.0706778, -2.995578)$91.46747$0$1$2A$(-9.548819, 4.072937, -0.9919583)$104.69237$0$1$3A$(0.9639782, 4.0777855, -20.179407)$91.860886$0$1$4A$(24.225431, 4.0858264, -19.80829)$328.13333$0$1$5N$(22.935509, 4.077896, -6.5554123)$0.0$leftShoulderJoint:(-0.018889535, 0.9384579, -0.078713365, 0.33577377);leftElbowJoint:(1.3411883E-4, 0.2118285, 0.0018743041, 0.97730505);rightShoulderJoint:(-0.07841599, 0.7259197, 0.5040297, -0.46135193);rightElbowJoint:(0.96505445, -0.106422246, -0.04618743, 0.23497052);$0$
496$B(41.583897, 3.114642, -4.950614)$0P$(41.44816, 4.0792027, -3.4252815)$270.0$0$0$1A$(13.944116, 4.0706778, -2.995578)$91.46747$0$1$2A$(-9.548819, 4.072937, -0.9919583)$104.69237$0$1$3A$(0.9639782, 4.0777855, -20.179407)$91.860886$0$1$4A$(24.225431, 4.0858264, -19.80829)$328.13333$0$1$5N$(22.935509, 4.077896, -6.5554123)$0.0$leftShoulderJoint:(-0.018889535, 0.9384579, -0.078713365, 0.33577377);leftElbowJoint:(1.3411883E-4, 0.2118285, 0.0018743041, 0.97730505);rightShoulderJoint:(-0.07841599, 0.7259197, 0.5040297, -0.46135193);rightElbowJoint:(0.96505445, -0.106422246, -0.04618743, 0.23497052);$0$
497$B(41.583897, 3.114642, -4.950614)$0P$(41.44816, 4.0792027, -3.4252815)$270.0$0$0$1A$(13.944116, 4.0706778, -2.995578)$91.46747$0$1$2A$(-9.548819, 4.072937, -0.9919583)$104.69237$0$1$3A$(0.9639782, 4.0777855, -20.179407)$91.860886$0$1$4A$(24.225431, 4.0858264, -19.80829)$328.13333$0$1$5N$(22.935509, 4.077896, -6.5554123)$0.0$leftShoulderJoint:(-0.018889535, 0.9384579, -0.078713365, 0.33577377);leftElbowJoint:(1.3411883E-4, 0.2118285, 0.0018743041, 0.97730505);rightShoulderJoint:(-0.07841599, 0.7259197, 0.5040297, -0.46135193);rightElbowJoint:(0.96505445, -0.106422246, -0.04618743, 0.23497052);$0$
498$B(41.583897, 3.114642, -4.950614)$0P$(41.44816, 4.0792027, -3.4252815)$270.0$0$0$1A$(13.944116, 4.0706778, -2.995578)$91.46747$0$1$2A$(-9.548819, 4.072937, -0.9919583)$104.69237$0$1$3A$(0.9639782, 4.0777855, -20.179407)$91.860886$0$1$4A$(24.225431, 4.0858264, -19.80829)$328.13333$0$1$5N$(22.935509, 4.077896, -6.5554123)$0.0$leftShoulderJoint:(-0.01843315, 0.94075286, -0.0776561, 0.32956594);leftElbowJoint:(-0.00132237, 0.21368946, 0.0019915262, 0.9768987);rightShoulderJoint:(-0.07855094, 0.7113158, 0.53305626, -0.45134306);rightElbowJoint:(0.9702519, -0.08776411, -0.04627939, 0.2208327);$0$
499$B(41.583897, 3.114642, -4.950614)$0P$(41.44816, 4.0786934, -3.4252815)$270.0$0$0$1A$(14.010666, 4.0679526, -2.999517)$91.46747$0$1$2A$(-9.488606, 4.0740457, -1.0061575)$104.69237$0$1$3A$(1.0271195, 4.0778317, -20.176565)$91.860886$0$1$4A$(24.194765, 4.0831013, -19.749096)$328.13333$0$1$5N$(22.93548, 4.077911, -6.555416)$0.0$leftShoulderJoint:(-0.01843315, 0.94075286, -0.0776561, 0.32956594);leftElbowJoint:(-0.00132237, 0.21368946, 0.0019915262, 0.9768987);rightShoulderJoint:(-0.07855094, 0.7113158, 0.53305626, -0.45134306);rightElbowJoint:(0.9702519, -0.08776411, -0.04627939, 0.2208327);$0$
500$B(41.583897, 3.1141326, -4.950614)$0P$(41.44816, 4.0786934, -3.4252815)$270.0$0$0$1A$(14.010666, 4.0679526, -2.999517)$91.46747$0$1$2A$(-9.488606, 4.0740457, -1.0061575)$104.69237$0$1$3A$(1.0271195, 4.0778317, -20.176565)$91.860886$0$1$4A$(24.194765, 4.0831013, -19.749096)$328.13333$0$1$5N$(22.93548, 4.077911, -6.555416)$0.0$leftShoulderJoint:(-0.01843315, 0.94075286, -0.0776561, 0.32956594);leftElbowJoint:(-0.00132237, 0.21368946, 0.0019915262, 0.9768987);rightShoulderJoint:(-0.07855094, 0.7113158, 0.53305626, -0.45134306);rightElbowJoint:(0.9702519, -0.08776411, -0.04627939, 0.2208327);$0$
501$B(41.583897, 3.1141326, -4.950614)$0P$(41.44816, 4.0786934, -3.4252815)$270.0$0$0$1A$(14.010666, 4.0679526, -2.999517)$91.46747$0$1$2A$(-9.488606, 4.0740457, -1.0061575)$104.69237$0$1$3A$(1.0271195, 4.0778317, -20.176565)$91.860886$0$1$4A$(24.194765, 4.0831013, -19.749096)$328.13333$0$1$5N$(22.93548, 4.077911, -6.555416)$0.0$leftShoulderJoint:(-0.01843315, 0.94075286, -0.0776561, 0.32956594);leftElbowJoint:(-0.00132237, 0.21368946, 0.0019915262, 0.9768987);rightShoulderJoint:(-0.07855094, 0.7113158, 0.53305626, -0.45134306);rightElbowJoint:(0.9702519, -0.08776411, -0.04627939, 0.2208327);$0$
502$B(41.583897, 3.1141326, -4.950614)$0P$(41.44816, 4.0786934, -3.4252815)$270.0$0$0$1A$(14.010666, 4.0679526, -2.999517)$91.46747$0$1$2A$(-9.488606, 4.0740457, -1.0061575)$104.69237$0$1$3A$(1.0271195, 4.0778317, -20.176565)$91.860886$0$1$4A$(24.194765, 4.0831013, -19.749096)$328.13333$0$1$5N$(22.93548, 4.077911, -6.555416)$0.0$leftShoulderJoint:(-0.01843315, 0.94075286, -0.0776561, 0.32956594);leftElbowJoint:(-0.00132237, 0.21368946, 0.0019915262, 0.9768987);rightShoulderJoint:(-0.07855094, 0.7113158, 0.53305626, -0.45134306);rightElbowJoint:(0.9702519, -0.08776411, -0.04627939, 0.2208327);$0$
503$B(41.583897, 3.1141326, -4.950614)$0P$(41.44816, 4.0787163, -3.4252815)$270.0$0$0$1A$(14.071288, 4.0699816, -3.0031054)$91.46747$0$1$2A$(-9.42815, 4.0749516, -1.0204154)$104.69237$0$1$3A$(1.0923514, 4.076252, -20.173445)$91.860886$0$1$4A$(24.164099, 4.080376, -19.689901)$328.13333$0$1$5N$(22.93546, 4.0779243, -6.5554194)$0.0$leftShoulderJoint:(-0.01843315, 0.94075286, -0.0776561, 0.32956594);leftElbowJoint:(-0.00132237, 0.21368946, 0.0019915262, 0.9768987);rightShoulderJoint:(-0.07855094, 0.7113158, 0.53305626, -0.45134306);rightElbowJoint:(0.9702519, -0.08776411, -0.04627939, 0.2208327);$0$
504$B(41.583897, 3.1141555, -4.950614)$0P$(41.44816, 4.0787163, -3.4252815)$270.0$0$0$1A$(14.071288, 4.0699816, -3.0031054)$91.46747$0$1$2A$(-9.42815, 4.0749516, -1.0204154)$104.69237$0$1$3A$(1.0923514, 4.076252, -20.173445)$91.860886$0$1$4A$(24.164099, 4.080376, -19.689901)$328.13333$0$1$5N$(22.93546, 4.0779243, -6.5554194)$0.0$leftShoulderJoint:(-0.01843315, 0.94075286, -0.0776561, 0.32956594);leftElbowJoint:(-0.00132237, 0.21368946, 0.0019915262, 0.9768987);rightShoulderJoint:(-0.07855094, 0.7113158, 0.53305626, -0.45134306);rightElbowJoint:(0.9702519, -0.08776411, -0.04627939, 0.2208327);$0$
