*------------------------------------*
NEWD!P!0!templateshirt.JPG!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(28.33449, 4.0, 5.0551033)
NEWD!A!1!shirtyellowbob.jpg!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(4.188759, 4.0, -49.317314)
NEWD!A!2!shirtyellowcarl.jpg!skinCarl.jpg!shortsblue.jpg!shoesgreen.jpg!Carl.jpg!(-25.907146, 4.0, -22.273657)
NEWD!A!3!shirtyellowalan.jpg!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(-15.410032, 4.0, 5.6521225)
NEWD!A!4!templateshirt.JPG!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(42.169712, 4.0, -24.390009)
0$B(0.0, -4.1499996, 0.0)$0P$(28.33449, 4.0, 5.0551033)$274.539$leftShoulderJoint:(0.29368997, -0.93570536, -2.7521036E-8, 0.19545268);leftElbowJoint:(-0.029218147, -0.26376444, 3.352716E-8, 0.9641445);rightShoulderJoint:(-0.9336291, 0.31877473, 6.309012E-8, 0.16346104);rightElbowJoint:(-0.019697968, -0.15693101, -5.0506954E-10, 0.9874131);$0.0$1A$(4.188759, 4.0, -49.317314)$24.223923$0$4.0$2A$(-25.907146, 4.0, -22.273657)$63.2595$0$0.0$3A$(-15.410032, 4.0, 5.6521225)$90.78191$0$4.0$4A$(42.169712, 4.0, -24.390009)$278.01074$0$4.0$
151$B(26.942486, 3.4407825, 4.024005)$0P$(28.335857, 4.0782933, 5.054078)$288.8$leftShoulderJoint:(0.08269603, -0.048336636, -2.9332747E-9, 0.9954019);leftElbowJoint:(-0.1613775, 0.12765315, -1.622602E-8, 0.97860205);rightShoulderJoint:(0.023811718, 0.29014048, 3.8059433E-8, 0.9566878);rightElbowJoint:(0.09034831, -0.004671867, 2.3165936E-9, 0.99589926);$0.0$1A$(8.367494, 4.0648637, -47.22523)$59.632168$0$4.0$2A$(-21.46106, 4.069208, -22.333073)$88.66774$0$4.0$3A$(-10.74933, 4.0750113, 5.3628488)$90.78191$0$4.0$4A$(37.772068, 4.077427, -23.145119)$286.15506$0$4.0$5N$(40.723576, 4.0780225, -35.222504)$0.0$0$0.0$
152$B(26.942486, 3.4407825, 4.024005)$0P$(28.335857, 4.078289, 5.054078)$288.8$leftShoulderJoint:(0.08269603, -0.048336636, -2.9332747E-9, 0.9954019);leftElbowJoint:(-0.1613775, 0.12765315, -1.622602E-8, 0.97860205);rightShoulderJoint:(0.023811718, 0.29014048, 3.8059433E-8, 0.9566878);rightElbowJoint:(0.09034831, -0.004671867, 2.3165936E-9, 0.99589926);$0.0$1A$(8.427403, 4.0621386, -47.195984)$59.632168$0$4.0$2A$(-21.40008, 4.0710244, -22.333292)$88.66774$0$4.0$3A$(-10.682791, 4.072286, 5.35872)$90.78191$0$4.0$4A$(37.71547, 4.0791974, -23.12311)$286.15506$0$4.0$5N$(40.723553, 4.078029, -35.222492)$0.0$0$0.0$
153$B(26.942486, 3.4407778, 4.024005)$0P$(28.335857, 4.078289, 5.054078)$288.8$leftShoulderJoint:(0.08269603, -0.048336636, -2.9332747E-9, 0.9954019);leftElbowJoint:(-0.1613775, 0.12765315, -1.622602E-8, 0.97860205);rightShoulderJoint:(0.023811718, 0.29014048, 3.8059433E-8, 0.9566878);rightElbowJoint:(0.09034831, -0.004671867, 2.3165936E-9, 0.99589926);$0.0$1A$(8.427403, 4.0621386, -47.195984)$59.632168$0$4.0$2A$(-21.40008, 4.0710244, -22.333292)$88.66774$0$4.0$3A$(-10.682791, 4.072286, 5.35872)$90.78191$0$4.0$4A$(37.71547, 4.0791974, -23.12311)$286.9146$0$4.0$5N$(40.723553, 4.078029, -35.222492)$0.0$0$0.0$
154$B(26.942486, 3.4407778, 4.024005)$0P$(28.335857, 4.078289, 5.054078)$288.8$leftShoulderJoint:(0.08269603, -0.048336636, -2.9332747E-9, 0.9954019);leftElbowJoint:(-0.1613775, 0.12765315, -1.622602E-8, 0.97860205);rightShoulderJoint:(0.023811718, 0.29014048, 3.8059433E-8, 0.9566878);rightElbowJoint:(0.09034831, -0.004671867, 2.3165936E-9, 0.99589926);$0.0$1A$(8.427403, 4.0621386, -47.195984)$59.632168$0$4.0$2A$(-21.40008, 4.0710244, -22.333292)$88.66774$0$4.0$3A$(-10.682791, 4.072286, 5.35872)$90.78191$0$4.0$4A$(37.71547, 4.0791974, -23.12311)$287.73044$0$4.0$5N$(40.723553, 4.078029, -35.222492)$0.0$0$0.0$
155$B(26.942486, 3.4407778, 4.024005)$0P$(28.335857, 4.07841, 5.054078)$288.8$leftShoulderJoint:(0.08269603, -0.048336636, -2.9332747E-9, 0.9954019);leftElbowJoint:(-0.1613775, 0.12765315, -1.622602E-8, 0.97860205);rightShoulderJoint:(0.023811718, 0.29014048, 3.8059433E-8, 0.9566878);rightElbowJoint:(0.09034831, -0.004671867, 2.3165936E-9, 0.99589926);$0.0$1A$(8.480593, 4.065384, -47.170017)$59.632168$0$4.0$2A$(-21.333414, 4.0682993, -22.33351)$88.66774$0$4.0$3A$(-10.621114, 4.0734577, 5.3548894)$90.78191$0$4.0$4A$(37.65578, 4.0764723, -23.093416)$287.73044$0$4.0$5N$(40.723526, 4.078034, -35.222477)$0.0$0$0.0$
156$B(26.942486, 3.440899, 4.024005)$0P$(28.335857, 4.07841, 5.054078)$288.8$leftShoulderJoint:(0.08269603, -0.048336636, -2.9332747E-9, 0.9954019);leftElbowJoint:(-0.1613775, 0.12765315, -1.622602E-8, 0.97860205);rightShoulderJoint:(0.023811718, 0.29014048, 3.8059433E-8, 0.9566878);rightElbowJoint:(0.09034831, -0.004671867, 2.3165936E-9, 0.99589926);$0.0$1A$(8.480593, 4.065384, -47.170017)$59.632168$0$4.0$2A$(-21.333414, 4.0682993, -22.33351)$88.66774$0$4.0$3A$(-10.621114, 4.0734577, 5.3548894)$90.78191$0$4.0$4A$(37.65578, 4.0764723, -23.093416)$287.15286$0$4.0$5N$(40.723526, 4.078034, -35.222477)$0.0$0$0.0$
157$B(26.942486, 3.440899, 4.024005)$0P$(28.335857, 4.07841, 5.054078)$288.8$leftShoulderJoint:(0.08269603, -0.048336636, -2.9332747E-9, 0.9954019);leftElbowJoint:(-0.1613775, 0.12765315, -1.622602E-8, 0.97860205);rightShoulderJoint:(0.023811718, 0.29014048, 3.8059433E-8, 0.9566878);rightElbowJoint:(0.09034831, -0.004671867, 2.3165936E-9, 0.99589926);$0.0$1A$(8.480593, 4.065384, -47.170017)$59.632168$0$4.0$2A$(-21.333414, 4.0682993, -22.33351)$88.66774$0$4.0$3A$(-10.621114, 4.0734577, 5.3548894)$90.78191$0$4.0$4A$(37.65578, 4.0764723, -23.093416)$287.73087$0$4.0$5N$(40.723526, 4.078034, -35.222477)$0.0$0$0.0$
158$B(26.942486, 3.440899, 4.024005)$0P$(28.335857, 4.07841, 5.054078)$288.8$leftShoulderJoint:(0.08269603, -0.048336636, -2.9332747E-9, 0.9954019);leftElbowJoint:(-0.1613775, 0.12765315, -1.622602E-8, 0.97860205);rightShoulderJoint:(0.023811718, 0.29014048, 3.8059433E-8, 0.9566878);rightElbowJoint:(0.09034831, -0.004671867, 2.3165936E-9, 0.99589926);$0.0$1A$(8.480593, 4.065384, -47.170017)$59.632168$0$4.0$2A$(-21.333414, 4.0682993, -22.33351)$88.66774$0$4.0$3A$(-10.621114, 4.0734577, 5.3548894)$90.78191$0$4.0$4A$(37.65578, 4.0764723, -23.093416)$287.2004$0$4.0$5N$(40.723526, 4.078034, -35.222477)$0.0$0$0.0$
159$B(26.942486, 3.440899, 4.024005)$0P$(28.335857, 4.07841, 5.054078)$293.869$leftShoulderJoint:(0.10140467, -0.13549925, -5.303291E-9, 0.9855745);leftElbowJoint:(-0.17293638, 0.20906839, -2.6574732E-8, 0.9624882);rightShoulderJoint:(-0.017708708, 0.3014225, 4.048022E-8, 0.9533262);rightElbowJoint:(0.30953008, 0.17730881, 7.936566E-9, 0.9342123);$0.0$1A$(8.480593, 4.065384, -47.170017)$59.632168$0$4.0$2A$(-21.333414, 4.0682993, -22.33351)$88.66774$0$4.0$3A$(-10.621114, 4.0734577, 5.3548894)$90.78191$0$4.0$4A$(37.65578, 4.0764723, -23.093416)$287.2004$0$4.0$5N$(40.723526, 4.078034, -35.222477)$0.0$0$0.0$
160$B(26.66855, 3.9161053, 4.5570827)$0P$(28.335857, 4.0782933, 5.054078)$293.869$leftShoulderJoint:(0.10140467, -0.13549925, -5.303291E-9, 0.9855745);leftElbowJoint:(-0.17293638, 0.20906839, -2.6574732E-8, 0.9624882);rightShoulderJoint:(-0.017708708, 0.3014225, 4.048022E-8, 0.9533262);rightElbowJoint:(0.30953008, 0.17730881, 7.936566E-9, 0.9342123);$0.0$1A$(8.540503, 4.062659, -47.14077)$59.632168$0$4.0$2A$(-21.272654, 4.0702915, -22.333673)$88.66774$0$4.0$3A$(-10.559142, 4.0743933, 5.35104)$90.78191$0$4.0$4A$(37.59709, 4.077189, -23.072496)$287.2004$0$4.0$5N$(40.723507, 4.078038, -35.222458)$0.0$0$0.0$
161$B(26.66855, 3.9159884, 4.5570827)$0P$(28.335857, 4.0782933, 5.054078)$293.869$leftShoulderJoint:(0.10140467, -0.13549925, -5.303291E-9, 0.9855745);leftElbowJoint:(-0.17293638, 0.20906839, -2.6574732E-8, 0.9624882);rightShoulderJoint:(-0.017708708, 0.3014225, 4.048022E-8, 0.9533262);rightElbowJoint:(0.30953008, 0.17730881, 7.936566E-9, 0.9342123);$0.0$1A$(8.540503, 4.062659, -47.14077)$59.632168$0$4.0$2A$(-21.272654, 4.0702915, -22.333673)$88.66774$0$4.0$3A$(-10.559142, 4.0743933, 5.35104)$90.78191$0$4.0$4A$(37.59709, 4.077189, -23.072496)$287.2004$0$4.0$5N$(40.723507, 4.078038, -35.222458)$0.0$0$0.0$
162$B(26.66855, 3.9159884, 4.5570827)$0P$(28.335857, 4.0782933, 5.054078)$293.869$leftShoulderJoint:(0.10140467, -0.13549925, -5.303291E-9, 0.9855745);leftElbowJoint:(-0.17293638, 0.20906839, -2.6574732E-8, 0.9624882);rightShoulderJoint:(-0.017708708, 0.3014225, 4.048022E-8, 0.9533262);rightElbowJoint:(0.30953008, 0.17730881, 7.936566E-9, 0.9342123);$0.0$1A$(8.540503, 4.062659, -47.14077)$59.632168$0$4.0$2A$(-21.272654, 4.0702915, -22.333673)$88.66774$0$4.0$3A$(-10.559142, 4.0743933, 5.35104)$90.78191$0$4.0$4A$(37.59709, 4.077189, -23.072496)$287.96033$0$4.0$5N$(40.723507, 4.078038, -35.222458)$0.0$0$0.0$
163$B(26.66855, 3.9159884, 4.5570827)$0P$(28.335857, 4.0782933, 5.054078)$293.869$leftShoulderJoint:(0.10140467, -0.13549925, -5.303291E-9, 0.9855745);leftElbowJoint:(-0.17293638, 0.20906839, -2.6574732E-8, 0.9624882);rightShoulderJoint:(-0.017708708, 0.3014225, 4.048022E-8, 0.9533262);rightElbowJoint:(0.30953008, 0.17730881, 7.936566E-9, 0.9342123);$0.0$1A$(8.540503, 4.062659, -47.14077)$59.632168$0$4.0$2A$(-21.272654, 4.0702915, -22.333673)$88.66774$0$4.0$3A$(-10.559142, 4.0743933, 5.35104)$90.78191$0$4.0$4A$(37.59709, 4.077189, -23.072496)$287.12393$0$4.0$5N$(40.723507, 4.078038, -35.222458)$0.0$0$0.0$
164$B(26.66855, 3.9159884, 4.5570827)$0P$(28.335857, 4.078289, 5.054078)$293.869$leftShoulderJoint:(0.10140467, -0.13549925, -5.303291E-9, 0.9855745);leftElbowJoint:(-0.17293638, 0.20906839, -2.6574732E-8, 0.9624882);rightShoulderJoint:(-0.017708708, 0.3014225, 4.048022E-8, 0.9533262);rightElbowJoint:(0.30953008, 0.17730881, 7.936566E-9, 0.9342123);$0.0$1A$(8.593812, 4.0657973, -47.114746)$59.632168$0$4.0$2A$(-21.211498, 4.071958, -22.333817)$88.66774$0$4.0$3A$(-10.492603, 4.071668, 5.346911)$90.78191$0$4.0$4A$(37.535225, 4.078185, -23.070862)$288.4351$0$4.0$5N$(40.723392, 4.0780096, -35.222397)$0.0$0$0.0$
165$B(26.66855, 3.9159842, 4.5570827)$0P$(28.335857, 4.078289, 5.054078)$293.869$leftShoulderJoint:(0.10140467, -0.13549925, -5.303291E-9, 0.9855745);leftElbowJoint:(-0.17293638, 0.20906839, -2.6574732E-8, 0.9624882);rightShoulderJoint:(-0.017708708, 0.3014225, 4.048022E-8, 0.9533262);rightElbowJoint:(0.30953008, 0.17730881, 7.936566E-9, 0.9342123);$0.0$1A$(8.593812, 4.0657973, -47.114746)$59.632168$0$4.0$2A$(-21.211498, 4.071958, -22.333817)$88.66774$0$4.0$3A$(-10.492603, 4.071668, 5.346911)$90.78191$0$4.0$4A$(37.535225, 4.078185, -23.070862)$287.8949$0$4.0$5N$(40.723392, 4.0780096, -35.222397)$0.0$0$0.0$
166$B(26.66855, 3.9159842, 4.5570827)$0P$(28.335857, 4.078289, 5.054078)$293.869$leftShoulderJoint:(0.10140467, -0.13549925, -5.303291E-9, 0.9855745);leftElbowJoint:(-0.17293638, 0.20906839, -2.6574732E-8, 0.9624882);rightShoulderJoint:(-0.017708708, 0.3014225, 4.048022E-8, 0.9533262);rightElbowJoint:(0.30953008, 0.17730881, 7.936566E-9, 0.9342123);$0.0$1A$(8.593812, 4.0657973, -47.114746)$59.632168$0$4.0$2A$(-21.211498, 4.071958, -22.333817)$88.66774$0$4.0$3A$(-10.492603, 4.071668, 5.346911)$90.78191$0$4.0$4A$(37.535225, 4.078185, -23.070862)$287.8949$0$4.0$5N$(40.723392, 4.0780096, -35.222397)$0.0$0$0.0$
167$B(26.66855, 3.9159842, 4.5570827)$0P$(28.335857, 4.078289, 5.054078)$293.869$leftShoulderJoint:(0.10140467, -0.13549925, -5.303291E-9, 0.9855745);leftElbowJoint:(-0.17293638, 0.20906839, -2.6574732E-8, 0.9624882);rightShoulderJoint:(-0.017708708, 0.3014225, 4.048022E-8, 0.9533262);rightElbowJoint:(0.30953008, 0.17730881, 7.936566E-9, 0.9342123);$0.0$1A$(8.593812, 4.0657973, -47.114746)$59.632168$0$4.0$2A$(-21.211498, 4.071958, -22.333817)$88.66774$0$4.0$3A$(-10.492603, 4.071668, 5.346911)$90.78191$0$4.0$4A$(37.535225, 4.078185, -23.070862)$287.8949$0$4.0$5N$(40.723392, 4.0780096, -35.222397)$0.0$0$0.0$
168$B(26.66855, 3.9159842, 4.5570827)$0P$(28.335857, 4.078289, 5.054078)$293.869$leftShoulderJoint:(0.10140467, -0.13549925, -5.303291E-9, 0.9855745);leftElbowJoint:(-0.17293638, 0.20906839, -2.6574732E-8, 0.9624882);rightShoulderJoint:(-0.017708708, 0.3014225, 4.048022E-8, 0.9533262);rightElbowJoint:(0.30953008, 0.17730881, 7.936566E-9, 0.9342123);$0.0$1A$(8.593812, 4.0657973, -47.114746)$59.632168$0$4.0$2A$(-21.211498, 4.071958, -22.333817)$88.66774$0$4.0$3A$(-10.492603, 4.071668, 5.346911)$90.78191$0$4.0$4A$(37.535225, 4.078185, -23.070862)$288.44125$0$4.0$5N$(40.723392, 4.0780096, -35.222397)$0.0$0$0.0$
169$B(26.66855, 3.9159842, 4.5570827)$0P$(28.335857, 4.07841, 5.054078)$293.869$leftShoulderJoint:(0.10140467, -0.13549925, -5.303291E-9, 0.9855745);leftElbowJoint:(-0.17293638, 0.20906839, -2.6574732E-8, 0.9624882);rightShoulderJoint:(-0.017708708, 0.3014225, 4.048022E-8, 0.9533262);rightElbowJoint:(0.30953008, 0.17730881, 7.936566E-9, 0.9342123);$0.0$1A$(8.653721, 4.063072, -47.0855)$59.632168$0$4.0$2A$(-21.144833, 4.069233, -22.333973)$88.66774$0$4.0$3A$(-10.431181, 4.0730343, 5.343096)$90.78191$0$4.0$4A$(37.48716, 4.0694947, -23.041563)$286.69348$0$4.0$5N$(40.723366, 4.0780196, -35.22238)$0.0$0$0.0$
170$B(26.66855, 3.9161053, 4.5570827)$0P$(28.335857, 4.07841, 5.054078)$293.869$leftShoulderJoint:(0.10140467, -0.13549925, -5.303291E-9, 0.9855745);leftElbowJoint:(-0.17293638, 0.20906839, -2.6574732E-8, 0.9624882);rightShoulderJoint:(-0.017708708, 0.3014225, 4.048022E-8, 0.9533262);rightElbowJoint:(0.30953008, 0.17730881, 7.936566E-9, 0.9342123);$0.0$1A$(8.653721, 4.063072, -47.0855)$59.632168$0$4.0$2A$(-21.144833, 4.069233, -22.333973)$88.66774$0$4.0$3A$(-10.431181, 4.0730343, 5.343096)$90.78191$0$4.0$4A$(37.48716, 4.0694947, -23.041563)$285.5631$0$4.0$5N$(40.723366, 4.0780196, -35.22238)$0.0$0$0.0$
171$B(26.66855, 3.9161053, 4.5570827)$0P$(28.335857, 4.07841, 5.054078)$293.869$leftShoulderJoint:(0.10140467, -0.13549925, -5.303291E-9, 0.9855745);leftElbowJoint:(-0.17293638, 0.20906839, -2.6574732E-8, 0.9624882);rightShoulderJoint:(-0.017708708, 0.3014225, 4.048022E-8, 0.9533262);rightElbowJoint:(0.30953008, 0.17730881, 7.936566E-9, 0.9342123);$0.0$1A$(8.653721, 4.063072, -47.0855)$59.632168$0$4.0$2A$(-21.144833, 4.069233, -22.333973)$88.66774$0$4.0$3A$(-10.431181, 4.0730343, 5.343096)$90.78191$0$4.0$4A$(37.48716, 4.0694947, -23.041563)$286.20746$0$4.0$5N$(40.723366, 4.0780196, -35.22238)$0.0$0$0.0$
172$B(26.66855, 3.9161053, 4.5570827)$0P$(28.335857, 4.0782933, 5.054078)$293.869$leftShoulderJoint:(0.10140467, -0.13549925, -5.303291E-9, 0.9855745);leftElbowJoint:(-0.17293638, 0.20906839, -2.6574732E-8, 0.9624882);rightShoulderJoint:(-0.017708708, 0.3014225, 4.048022E-8, 0.9533262);rightElbowJoint:(0.30953008, 0.17730881, 7.936566E-9, 0.9342123);$0.0$1A$(8.71363, 4.060347, -47.05625)$59.632168$0$4.0$2A$(-21.083845, 4.071043, -22.334084)$88.66774$0$4.0$3A$(-10.369314, 4.0740547, 5.3392534)$90.78191$0$4.0$4A$(37.435577, 4.071182, -23.008705)$287.34854$0$4.0$5N$(40.723343, 4.0780263, -35.222366)$0.0$0$0.0$
173$B(26.66855, 3.9159884, 4.5570827)$0P$(28.335857, 4.0782933, 5.054078)$293.869$leftShoulderJoint:(0.10140467, -0.13549925, -5.303291E-9, 0.9855745);leftElbowJoint:(-0.17293638, 0.20906839, -2.6574732E-8, 0.9624882);rightShoulderJoint:(-0.017708708, 0.3014225, 4.048022E-8, 0.9533262);rightElbowJoint:(0.30953008, 0.17730881, 7.936566E-9, 0.9342123);$0.0$1A$(8.71363, 4.060347, -47.05625)$59.632168$0$4.0$2A$(-21.083845, 4.071043, -22.334084)$88.66774$0$4.0$3A$(-10.369314, 4.0740547, 5.3392534)$90.78191$0$4.0$4A$(37.435577, 4.071182, -23.008705)$287.8872$0$4.0$5N$(40.723343, 4.0780263, -35.222366)$0.0$0$0.0$
174$B(26.66855, 3.9159884, 4.5570827)$0P$(28.335857, 4.0782933, 5.054078)$293.869$leftShoulderJoint:(0.10140467, -0.13549925, -5.303291E-9, 0.9855745);leftElbowJoint:(-0.17293638, 0.20906839, -2.6574732E-8, 0.9624882);rightShoulderJoint:(-0.017708708, 0.3014225, 4.048022E-8, 0.9533262);rightElbowJoint:(0.30953008, 0.17730881, 7.936566E-9, 0.9342123);$0.0$1A$(8.71363, 4.060347, -47.05625)$59.632168$0$4.0$2A$(-21.083845, 4.071043, -22.334084)$88.66774$0$4.0$3A$(-10.369314, 4.0740547, 5.3392534)$90.78191$0$4.0$4A$(37.435577, 4.071182, -23.008705)$288.4248$0$4.0$5N$(40.723343, 4.0780263, -35.222366)$0.0$0$0.0$
175$B(26.66855, 3.9159884, 4.5570827)$0P$(28.335857, 4.0782933, 5.054078)$293.869$leftShoulderJoint:(0.10140467, -0.13549925, -5.303291E-9, 0.9855745);leftElbowJoint:(-0.17293638, 0.20906839, -2.6574732E-8, 0.9624882);rightShoulderJoint:(-0.017708708, 0.3014225, 4.048022E-8, 0.9533262);rightElbowJoint:(0.30953008, 0.17730881, 7.936566E-9, 0.9342123);$0.0$1A$(8.71363, 4.060347, -47.05625)$59.632168$0$4.0$2A$(-21.083845, 4.071043, -22.334084)$88.66774$0$4.0$3A$(-10.369314, 4.0740547, 5.3392534)$90.78191$0$4.0$4A$(37.435577, 4.071182, -23.008705)$288.95016$0$4.0$5N$(40.723343, 4.0780263, -35.222366)$0.0$0$0.0$
176$B(26.66855, 3.9159884, 4.5570827)$0P$(28.335857, 4.0782933, 5.054078)$293.869$leftShoulderJoint:(0.10140467, -0.13549925, -5.303291E-9, 0.9855745);leftElbowJoint:(-0.17293638, 0.20906839, -2.6574732E-8, 0.9624882);rightShoulderJoint:(-0.017708708, 0.3014225, 4.048022E-8, 0.9533262);rightElbowJoint:(0.30953008, 0.17730881, 7.936566E-9, 0.9342123);$0.0$1A$(8.71363, 4.060347, -47.05625)$59.632168$0$4.0$2A$(-21.083845, 4.071043, -22.334084)$88.66774$0$4.0$3A$(-10.369314, 4.0740547, 5.3392534)$90.78191$0$4.0$4A$(37.435577, 4.071182, -23.008705)$288.95016$0$4.0$5N$(40.723343, 4.0780263, -35.222366)$0.0$0$0.0$
177$B(26.66855, 3.9159884, 4.5570827)$0P$(28.335857, 4.078289, 5.054078)$293.869$leftShoulderJoint:(0.10140467, -0.13549925, -5.303291E-9, 0.9855745);leftElbowJoint:(-0.17293638, 0.20906839, -2.6574732E-8, 0.9624882);rightShoulderJoint:(-0.017708708, 0.3014225, 4.048022E-8, 0.9533262);rightElbowJoint:(0.30953008, 0.17730881, 7.936566E-9, 0.9342123);$0.0$1A$(8.76643, 4.0639396, -47.030476)$59.632168$0$4.0$2A$(-21.017178, 4.068318, -22.334167)$88.66774$0$4.0$3A$(-10.307352, 4.074984, 5.3354034)$90.78191$0$4.0$4A$(37.377262, 4.07266, -22.989487)$290.10965$0$4.0$5N$(40.723324, 4.078034, -35.22235)$0.0$0$0.0$
178$B(26.66855, 3.9159842, 4.5570827)$0P$(28.335857, 4.078289, 5.054078)$293.869$leftShoulderJoint:(0.10140467, -0.13549925, -5.303291E-9, 0.9855745);leftElbowJoint:(-0.17293638, 0.20906839, -2.6574732E-8, 0.9624882);rightShoulderJoint:(-0.017708708, 0.3014225, 4.048022E-8, 0.9533262);rightElbowJoint:(0.30953008, 0.17730881, 7.936566E-9, 0.9342123);$0.0$1A$(8.76643, 4.0639396, -47.030476)$59.632168$0$4.0$2A$(-21.017178, 4.068318, -22.334167)$88.66774$0$4.0$3A$(-10.307352, 4.074984, 5.3354034)$90.78191$0$4.0$4A$(37.377262, 4.07266, -22.989487)$289.36053$0$4.0$5N$(40.723324, 4.078034, -35.22235)$0.0$0$0.0$
179$B(26.66855, 3.9159842, 4.5570827)$0P$(28.335857, 4.078289, 5.054078)$293.869$leftShoulderJoint:(0.10140467, -0.13549925, -5.303291E-9, 0.9855745);leftElbowJoint:(-0.17293638, 0.20906839, -2.6574732E-8, 0.9624882);rightShoulderJoint:(-0.017708708, 0.3014225, 4.048022E-8, 0.9533262);rightElbowJoint:(0.30953008, 0.17730881, 7.936566E-9, 0.9342123);$0.0$1A$(8.76643, 4.0639396, -47.030476)$59.632168$0$4.0$2A$(-21.017178, 4.068318, -22.334167)$88.66774$0$4.0$3A$(-10.307352, 4.074984, 5.3354034)$90.78191$0$4.0$4A$(37.377262, 4.07266, -22.989487)$290.1434$0$4.0$5N$(40.723324, 4.078034, -35.22235)$0.0$0$0.0$
180$B(26.66855, 3.9159842, 4.5570827)$0P$(28.335857, 4.078289, 5.054078)$293.869$leftShoulderJoint:(0.10140467, -0.13549925, -5.303291E-9, 0.9855745);leftElbowJoint:(-0.17293638, 0.20906839, -2.6574732E-8, 0.9624882);rightShoulderJoint:(-0.017708708, 0.3014225, 4.048022E-8, 0.9533262);rightElbowJoint:(0.30953008, 0.17730881, 7.936566E-9, 0.9342123);$0.0$1A$(8.76643, 4.0639396, -47.030476)$59.632168$0$4.0$2A$(-21.017178, 4.068318, -22.334167)$88.66774$0$4.0$3A$(-10.307352, 4.074984, 5.3354034)$90.78191$0$4.0$4A$(37.377262, 4.07266, -22.989487)$289.38834$0$4.0$5N$(40.723324, 4.078034, -35.22235)$0.0$0$0.0$
181$B(26.66855, 3.9159842, 4.5570827)$0P$(28.335857, 4.07841, 5.054078)$293.869$leftShoulderJoint:(0.10140467, -0.13549925, -5.303291E-9, 0.9855745);leftElbowJoint:(-0.17293638, 0.20906839, -2.6574732E-8, 0.9624882);rightShoulderJoint:(-0.017708708, 0.3014225, 4.048022E-8, 0.9533262);rightElbowJoint:(0.30953008, 0.17730881, 7.936566E-9, 0.9342123);$0.0$1A$(8.826339, 4.0612144, -47.00123)$59.632168$0$4.0$2A$(-20.95648, 4.070352, -22.33422)$88.66774$0$4.0$3A$(-10.240813, 4.072259, 5.3312745)$90.78191$0$4.0$4A$(37.315605, 4.073838, -22.993298)$289.38834$0$4.0$5N$(40.723305, 4.078038, -35.222336)$0.0$0$0.0$
182$B(26.66855, 3.9161053, 4.5570827)$0P$(28.335857, 4.07841, 5.054078)$293.869$leftShoulderJoint:(0.10140467, -0.13549925, -5.303291E-9, 0.9855745);leftElbowJoint:(-0.17293638, 0.20906839, -2.6574732E-8, 0.9624882);rightShoulderJoint:(-0.017708708, 0.3014225, 4.048022E-8, 0.9533262);rightElbowJoint:(0.30953008, 0.17730881, 7.936566E-9, 0.9342123);$0.0$1A$(8.826339, 4.0612144, -47.00123)$59.632168$0$4.0$2A$(-20.95648, 4.070352, -22.33422)$88.66774$0$4.0$3A$(-10.240813, 4.072259, 5.3312745)$90.78191$0$4.0$4A$(37.315605, 4.073838, -22.993298)$288.673$0$4.0$5N$(40.723305, 4.078038, -35.222336)$0.0$0$0.0$
183$B(26.66855, 3.9161053, 4.5570827)$0P$(28.335857, 4.07841, 5.054078)$293.869$leftShoulderJoint:(0.10140467, -0.13549925, -5.303291E-9, 0.9855745);leftElbowJoint:(-0.17293638, 0.20906839, -2.6574732E-8, 0.9624882);rightShoulderJoint:(-0.017708708, 0.3014225, 4.048022E-8, 0.9533262);rightElbowJoint:(0.30953008, 0.17730881, 7.936566E-9, 0.9342123);$0.0$1A$(8.826339, 4.0612144, -47.00123)$59.632168$0$4.0$2A$(-20.95648, 4.070352, -22.33422)$88.66774$0$4.0$3A$(-10.240813, 4.072259, 5.3312745)$90.78191$0$4.0$4A$(37.315605, 4.073838, -22.993298)$288.673$0$4.0$5N$(40.723305, 4.078038, -35.222336)$0.0$0$0.0$
184$B(26.66855, 3.9161053, 4.5570827)$0P$(28.335857, 4.07841, 5.054078)$295.737$leftShoulderJoint:(0.107751966, -0.17921558, -6.4240067E-9, 0.97789127);leftElbowJoint:(-0.18254912, 0.2105021, -2.6756972E-8, 0.9603982);rightShoulderJoint:(0.004969495, 0.36941606, 4.9020343E-8, 0.92925084);rightElbowJoint:(0.6728842, -0.6066813, 1.725322E-8, 0.4232786);$0.0$1A$(8.826339, 4.0612144, -47.00123)$59.632168$0$4.0$2A$(-20.95648, 4.070352, -22.33422)$88.66774$0$4.0$3A$(-10.240813, 4.072259, 5.3312745)$90.78191$0$4.0$4A$(37.315605, 4.073838, -22.993298)$288.21387$0$4.0$5N$(40.723305, 4.078038, -35.222336)$0.0$0$0.0$
